id,school_id,student_id,class_id,date,status,reason_code,marked_by,marked_at,created_at,updated_at,client_request_id
ATT#SCH02#SCH02-S025#2026-05-18,SCH02,SCH02-S025,SCH02-FORM3EAST,2026-05-18,PRESENT,,TEACHER_APP,2026-05-18T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S025#2026-05-18
ATT#SCH03#SCH03-S035#2026-06-12,SCH03,SCH03-S035,SCH03-FORM1WEST,2026-06-12,PRESENT,,TEACHER_APP,2026-06-12T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S035#2026-06-12
ATT#SCH01#SCH01-S005#2026-05-05,SCH01,SCH01-S005,SCH01-FORM2NORTH,2026-05-05,PRESENT,,TEACHER_APP,2026-05-05T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S005#2026-05-05
ATT#SCH01#SCH01-S006#2026-05-13,SCH01,SCH01-S006,SCH01-FORM2NORTH,2026-05-13,PRESENT,,TEACHER_APP,2026-05-13T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S006#2026-05-13
ATT#SCH04#SCH04-S008#2026-05-29,SCH04,SCH04-S008,SCH04-FORM4SOUTH,2026-05-29,PRESENT,,TEACHER_APP,2026-05-29T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S008#2026-05-29
ATT#SCH01#SCH01-S011#2026-05-18,SCH01,SCH01-S011,SCH01-FORM2NORTH,2026-05-18,ABSENT,,TEACHER_APP,2026-05-18T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S011#2026-05-18
ATT#SCH03#SCH03-S028#2026-06-15,SCH03,SCH03-S028,SCH03-FORM1WEST,2026-06-15,PRESENT,,TEACHER_APP,2026-06-15T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S028#2026-06-15
ATT#SCH03#SCH03-S017#2026-06-26,SCH03,SCH03-S017,SCH03-FORM1WEST,2026-06-26,PRESENT,,TEACHER_APP,2026-06-26T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S017#2026-06-26
ATT#SCH01#SCH01-S018#2026-05-25,SCH01,SCH01-S018,SCH01-FORM2NORTH,2026-05-25,PRESENT,,TEACHER_APP,2026-05-25T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S018#2026-05-25
ATT#SCH03#SCH03-S031#2026-06-12,SCH03,SCH03-S031,SCH03-FORM1WEST,2026-06-12,PRESENT,,TEACHER_APP,2026-06-12T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S031#2026-06-12
ATT#SCH05#SCH05-S001#2026-05-15,SCH05,SCH05-S001,SCH05-FORM2CENTRAL,2026-05-15,PRESENT,,TEACHER_APP,2026-05-15T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S001#2026-05-15
ATT#SCH01#SCH01-S013#2026-06-24,SCH01,SCH01-S013,SCH01-FORM2NORTH,2026-06-24,PRESENT,,TEACHER_APP,2026-06-24T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S013#2026-06-24
ATT#SCH03#SCH03-S010#2026-06-12,SCH03,SCH03-S010,SCH03-FORM1WEST,2026-06-12,LATE,,TEACHER_APP,2026-06-12T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S010#2026-06-12
ATT#SCH05#SCH05-S034#2026-06-10,SCH05,SCH05-S034,SCH05-FORM2CENTRAL,2026-06-10,PRESENT,,TEACHER_APP,2026-06-10T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S034#2026-06-10
ATT#SCH03#SCH03-S003#2026-06-26,SCH03,SCH03-S003,SCH03-FORM1WEST,2026-06-26,PRESENT,,TEACHER_APP,2026-06-26T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S003#2026-06-26
ATT#SCH03#SCH03-S032#2026-05-15,SCH03,SCH03-S032,SCH03-FORM1WEST,2026-05-15,PRESENT,,TEACHER_APP,2026-05-15T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S032#2026-05-15
ATT#SCH04#SCH04-S025#2026-05-21,SCH04,SCH04-S025,SCH04-FORM4SOUTH,2026-05-21,PRESENT,,TEACHER_APP,2026-05-21T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S025#2026-05-21
ATT#SCH02#SCH02-S001#2026-06-29,SCH02,SCH02-S001,SCH02-FORM3EAST,2026-06-29,PRESENT,,TEACHER_APP,2026-06-29T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S001#2026-06-29
ATT#SCH03#SCH03-S030#2026-05-04,SCH03,SCH03-S030,SCH03-FORM1WEST,2026-05-04,LATE,,TEACHER_APP,2026-05-04T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S030#2026-05-04
ATT#SCH03#SCH03-S018#2026-07-08,SCH03,SCH03-S018,SCH03-FORM1WEST,2026-07-08,PRESENT,,TEACHER_APP,2026-07-08T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S018#2026-07-08
ATT#SCH03#SCH03-S006#2026-06-03,SCH03,SCH03-S006,SCH03-FORM1WEST,2026-06-03,PRESENT,,TEACHER_APP,2026-06-03T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S006#2026-06-03
ATT#SCH01#SCH01-S017#2026-07-08,SCH01,SCH01-S017,SCH01-FORM2NORTH,2026-07-08,PRESENT,,TEACHER_APP,2026-07-08T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S017#2026-07-08
ATT#SCH01#SCH01-S031#2026-07-02,SCH01,SCH01-S031,SCH01-FORM2NORTH,2026-07-02,PRESENT,,TEACHER_APP,2026-07-02T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S031#2026-07-02
ATT#SCH01#SCH01-S018#2026-07-07,SCH01,SCH01-S018,SCH01-FORM2NORTH,2026-07-07,PRESENT,,TEACHER_APP,2026-07-07T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S018#2026-07-07
ATT#SCH04#SCH04-S016#2026-05-29,SCH04,SCH04-S016,SCH04-FORM4SOUTH,2026-05-29,PRESENT,,TEACHER_APP,2026-05-29T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S016#2026-05-29
ATT#SCH01#SCH01-S009#2026-05-20,SCH01,SCH01-S009,SCH01-FORM2NORTH,2026-05-20,PRESENT,,TEACHER_APP,2026-05-20T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S009#2026-05-20
ATT#SCH03#SCH03-S011#2026-05-19,SCH03,SCH03-S011,SCH03-FORM1WEST,2026-05-19,PRESENT,,TEACHER_APP,2026-05-19T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S011#2026-05-19
ATT#SCH03#SCH03-S018#2026-05-21,SCH03,SCH03-S018,SCH03-FORM1WEST,2026-05-21,LATE,,TEACHER_APP,2026-05-21T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S018#2026-05-21
ATT#SCH04#SCH04-S028#2026-05-19,SCH04,SCH04-S028,SCH04-FORM4SOUTH,2026-05-19,PRESENT,,TEACHER_APP,2026-05-19T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S028#2026-05-19
ATT#SCH04#SCH04-S010#2026-06-25,SCH04,SCH04-S010,SCH04-FORM4SOUTH,2026-06-25,PRESENT,,TEACHER_APP,2026-06-25T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S010#2026-06-25
ATT#SCH02#SCH02-S031#2026-05-15,SCH02,SCH02-S031,SCH02-FORM3EAST,2026-05-15,PRESENT,,TEACHER_APP,2026-05-15T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S031#2026-05-15
ATT#SCH01#SCH01-S026#2026-05-29,SCH01,SCH01-S026,SCH01-FORM2NORTH,2026-05-29,PRESENT,,TEACHER_APP,2026-05-29T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S026#2026-05-29
ATT#SCH03#SCH03-S006#2026-07-08,SCH03,SCH03-S006,SCH03-FORM1WEST,2026-07-08,PRESENT,,TEACHER_APP,2026-07-08T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S006#2026-07-08
ATT#SCH01#SCH01-S019#2026-05-15,SCH01,SCH01-S019,SCH01-FORM2NORTH,2026-05-15,PRESENT,,TEACHER_APP,2026-05-15T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S019#2026-05-15
ATT#SCH04#SCH04-S022#2026-05-21,SCH04,SCH04-S022,SCH04-FORM4SOUTH,2026-05-21,PRESENT,,TEACHER_APP,2026-05-21T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S022#2026-05-21
ATT#SCH04#SCH04-S006#2026-05-22,SCH04,SCH04-S006,SCH04-FORM4SOUTH,2026-05-22,PRESENT,,TEACHER_APP,2026-05-22T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S006#2026-05-22
ATT#SCH01#SCH01-S028#2026-05-28,SCH01,SCH01-S028,SCH01-FORM2NORTH,2026-05-28,PRESENT,,TEACHER_APP,2026-05-28T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S028#2026-05-28
ATT#SCH04#SCH04-S015#2026-05-13,SCH04,SCH04-S015,SCH04-FORM4SOUTH,2026-05-13,PRESENT,,TEACHER_APP,2026-05-13T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S015#2026-05-13
ATT#SCH04#SCH04-S007#2026-06-01,SCH04,SCH04-S007,SCH04-FORM4SOUTH,2026-06-01,PRESENT,,TEACHER_APP,2026-06-01T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S007#2026-06-01
ATT#SCH03#SCH03-S029#2026-06-23,SCH03,SCH03-S029,SCH03-FORM1WEST,2026-06-23,PRESENT,,TEACHER_APP,2026-06-23T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S029#2026-06-23
ATT#SCH05#SCH05-S033#2026-05-27,SCH05,SCH05-S033,SCH05-FORM2CENTRAL,2026-05-27,PRESENT,,TEACHER_APP,2026-05-27T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S033#2026-05-27
ATT#SCH05#SCH05-S033#2026-07-10,SCH05,SCH05-S033,SCH05-FORM2CENTRAL,2026-07-10,PRESENT,,TEACHER_APP,2026-07-10T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S033#2026-07-10
ATT#SCH05#SCH05-S032#2026-05-07,SCH05,SCH05-S032,SCH05-FORM2CENTRAL,2026-05-07,PRESENT,,TEACHER_APP,2026-05-07T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S032#2026-05-07
ATT#SCH04#SCH04-S030#2026-06-30,SCH04,SCH04-S030,SCH04-FORM4SOUTH,2026-06-30,PRESENT,,TEACHER_APP,2026-06-30T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S030#2026-06-30
ATT#SCH04#SCH04-S008#2026-07-02,SCH04,SCH04-S008,SCH04-FORM4SOUTH,2026-07-02,PRESENT,,TEACHER_APP,2026-07-02T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S008#2026-07-02
ATT#SCH03#SCH03-S019#2026-05-26,SCH03,SCH03-S019,SCH03-FORM1WEST,2026-05-26,PRESENT,,TEACHER_APP,2026-05-26T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S019#2026-05-26
ATT#SCH05#SCH05-S034#2026-06-22,SCH05,SCH05-S034,SCH05-FORM2CENTRAL,2026-06-22,PRESENT,,TEACHER_APP,2026-06-22T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S034#2026-06-22
ATT#SCH04#SCH04-S032#2026-05-04,SCH04,SCH04-S032,SCH04-FORM4SOUTH,2026-05-04,PRESENT,,TEACHER_APP,2026-05-04T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S032#2026-05-04
ATT#SCH01#SCH01-S026#2026-05-19,SCH01,SCH01-S026,SCH01-FORM2NORTH,2026-05-19,PRESENT,,TEACHER_APP,2026-05-19T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S026#2026-05-19
ATT#SCH03#SCH03-S031#2026-07-07,SCH03,SCH03-S031,SCH03-FORM1WEST,2026-07-07,PRESENT,,TEACHER_APP,2026-07-07T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S031#2026-07-07
ATT#SCH03#SCH03-S009#2026-05-21,SCH03,SCH03-S009,SCH03-FORM1WEST,2026-05-21,PRESENT,,TEACHER_APP,2026-05-21T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S009#2026-05-21
ATT#SCH04#SCH04-S029#2026-05-08,SCH04,SCH04-S029,SCH04-FORM4SOUTH,2026-05-08,PRESENT,,TEACHER_APP,2026-05-08T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S029#2026-05-08
ATT#SCH05#SCH05-S005#2026-06-02,SCH05,SCH05-S005,SCH05-FORM2CENTRAL,2026-06-02,PRESENT,,TEACHER_APP,2026-06-02T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S005#2026-06-02
ATT#SCH04#SCH04-S019#2026-05-04,SCH04,SCH04-S019,SCH04-FORM4SOUTH,2026-05-04,PRESENT,,TEACHER_APP,2026-05-04T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S019#2026-05-04
ATT#SCH03#SCH03-S020#2026-05-28,SCH03,SCH03-S020,SCH03-FORM1WEST,2026-05-28,PRESENT,,TEACHER_APP,2026-05-28T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S020#2026-05-28
ATT#SCH05#SCH05-S038#2026-05-07,SCH05,SCH05-S038,SCH05-FORM2CENTRAL,2026-05-07,PRESENT,,TEACHER_APP,2026-05-07T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S038#2026-05-07
ATT#SCH04#SCH04-S002#2026-06-10,SCH04,SCH04-S002,SCH04-FORM4SOUTH,2026-06-10,PRESENT,,TEACHER_APP,2026-06-10T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S002#2026-06-10
ATT#SCH03#SCH03-S021#2026-06-22,SCH03,SCH03-S021,SCH03-FORM1WEST,2026-06-22,PRESENT,,TEACHER_APP,2026-06-22T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S021#2026-06-22
ATT#SCH04#SCH04-S007#2026-05-08,SCH04,SCH04-S007,SCH04-FORM4SOUTH,2026-05-08,PRESENT,,TEACHER_APP,2026-05-08T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S007#2026-05-08
ATT#SCH03#SCH03-S011#2026-06-23,SCH03,SCH03-S011,SCH03-FORM1WEST,2026-06-23,PRESENT,,TEACHER_APP,2026-06-23T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S011#2026-06-23
ATT#SCH05#SCH05-S026#2026-06-25,SCH05,SCH05-S026,SCH05-FORM2CENTRAL,2026-06-25,PRESENT,,TEACHER_APP,2026-06-25T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S026#2026-06-25
ATT#SCH01#SCH01-S016#2026-07-06,SCH01,SCH01-S016,SCH01-FORM2NORTH,2026-07-06,ABSENT,,TEACHER_APP,2026-07-06T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S016#2026-07-06
ATT#SCH03#SCH03-S030#2026-07-06,SCH03,SCH03-S030,SCH03-FORM1WEST,2026-07-06,PRESENT,,TEACHER_APP,2026-07-06T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S030#2026-07-06
ATT#SCH04#SCH04-S010#2026-05-08,SCH04,SCH04-S010,SCH04-FORM4SOUTH,2026-05-08,PRESENT,,TEACHER_APP,2026-05-08T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S010#2026-05-08
ATT#SCH01#SCH01-S021#2026-06-04,SCH01,SCH01-S021,SCH01-FORM2NORTH,2026-06-04,PRESENT,,TEACHER_APP,2026-06-04T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S021#2026-06-04
ATT#SCH02#SCH02-S022#2026-07-03,SCH02,SCH02-S022,SCH02-FORM3EAST,2026-07-03,PRESENT,,TEACHER_APP,2026-07-03T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S022#2026-07-03
ATT#SCH01#SCH01-S025#2026-07-09,SCH01,SCH01-S025,SCH01-FORM2NORTH,2026-07-09,PRESENT,,TEACHER_APP,2026-07-09T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S025#2026-07-09
ATT#SCH05#SCH05-S015#2026-06-24,SCH05,SCH05-S015,SCH05-FORM2CENTRAL,2026-06-24,PRESENT,,TEACHER_APP,2026-06-24T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S015#2026-06-24
ATT#SCH04#SCH04-S032#2026-07-09,SCH04,SCH04-S032,SCH04-FORM4SOUTH,2026-07-09,ABSENT,,TEACHER_APP,2026-07-09T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S032#2026-07-09
ATT#SCH05#SCH05-S022#2026-05-28,SCH05,SCH05-S022,SCH05-FORM2CENTRAL,2026-05-28,PRESENT,,TEACHER_APP,2026-05-28T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S022#2026-05-28
ATT#SCH01#SCH01-S027#2026-05-22,SCH01,SCH01-S027,SCH01-FORM2NORTH,2026-05-22,PRESENT,,TEACHER_APP,2026-05-22T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S027#2026-05-22
ATT#SCH02#SCH02-S023#2026-07-10,SCH02,SCH02-S023,SCH02-FORM3EAST,2026-07-10,PRESENT,,TEACHER_APP,2026-07-10T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S023#2026-07-10
ATT#SCH03#SCH03-S004#2026-05-07,SCH03,SCH03-S004,SCH03-FORM1WEST,2026-05-07,PRESENT,,TEACHER_APP,2026-05-07T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S004#2026-05-07
ATT#SCH04#SCH04-S005#2026-06-22,SCH04,SCH04-S005,SCH04-FORM4SOUTH,2026-06-22,PRESENT,,TEACHER_APP,2026-06-22T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S005#2026-06-22
ATT#SCH01#SCH01-S006#2026-05-28,SCH01,SCH01-S006,SCH01-FORM2NORTH,2026-05-28,PRESENT,,TEACHER_APP,2026-05-28T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S006#2026-05-28
ATT#SCH04#SCH04-S023#2026-06-11,SCH04,SCH04-S023,SCH04-FORM4SOUTH,2026-06-11,PRESENT,,TEACHER_APP,2026-06-11T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S023#2026-06-11
ATT#SCH04#SCH04-S024#2026-06-10,SCH04,SCH04-S024,SCH04-FORM4SOUTH,2026-06-10,PRESENT,,TEACHER_APP,2026-06-10T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S024#2026-06-10
ATT#SCH03#SCH03-S023#2026-07-07,SCH03,SCH03-S023,SCH03-FORM1WEST,2026-07-07,PRESENT,,TEACHER_APP,2026-07-07T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S023#2026-07-07
ATT#SCH03#SCH03-S013#2026-05-29,SCH03,SCH03-S013,SCH03-FORM1WEST,2026-05-29,PRESENT,,TEACHER_APP,2026-05-29T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S013#2026-05-29
ATT#SCH03#SCH03-S030#2026-05-15,SCH03,SCH03-S030,SCH03-FORM1WEST,2026-05-15,PRESENT,,TEACHER_APP,2026-05-15T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S030#2026-05-15
ATT#SCH01#SCH01-S030#2026-06-18,SCH01,SCH01-S030,SCH01-FORM2NORTH,2026-06-18,ABSENT,,TEACHER_APP,2026-06-18T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S030#2026-06-18
ATT#SCH01#SCH01-S008#2026-07-08,SCH01,SCH01-S008,SCH01-FORM2NORTH,2026-07-08,PRESENT,,TEACHER_APP,2026-07-08T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S008#2026-07-08
ATT#SCH01#SCH01-S014#2026-06-17,SCH01,SCH01-S014,SCH01-FORM2NORTH,2026-06-17,PRESENT,,TEACHER_APP,2026-06-17T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S014#2026-06-17
ATT#SCH02#SCH02-S022#2026-05-04,SCH02,SCH02-S022,SCH02-FORM3EAST,2026-05-04,PRESENT,,TEACHER_APP,2026-05-04T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S022#2026-05-04
ATT#SCH05#SCH05-S007#2026-05-05,SCH05,SCH05-S007,SCH05-FORM2CENTRAL,2026-05-05,PRESENT,,TEACHER_APP,2026-05-05T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S007#2026-05-05
ATT#SCH03#SCH03-S017#2026-05-08,SCH03,SCH03-S017,SCH03-FORM1WEST,2026-05-08,PRESENT,,TEACHER_APP,2026-05-08T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S017#2026-05-08
ATT#SCH01#SCH01-S014#2026-05-04,SCH01,SCH01-S014,SCH01-FORM2NORTH,2026-05-04,PRESENT,,TEACHER_APP,2026-05-04T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S014#2026-05-04
ATT#SCH03#SCH03-S036#2026-06-02,SCH03,SCH03-S036,SCH03-FORM1WEST,2026-06-02,PRESENT,,TEACHER_APP,2026-06-02T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S036#2026-06-02
ATT#SCH05#SCH05-S018#2026-06-25,SCH05,SCH05-S018,SCH05-FORM2CENTRAL,2026-06-25,PRESENT,,TEACHER_APP,2026-06-25T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S018#2026-06-25
ATT#SCH04#SCH04-S024#2026-06-01,SCH04,SCH04-S024,SCH04-FORM4SOUTH,2026-06-01,PRESENT,,TEACHER_APP,2026-06-01T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S024#2026-06-01
ATT#SCH05#SCH05-S017#2026-06-17,SCH05,SCH05-S017,SCH05-FORM2CENTRAL,2026-06-17,PRESENT,,TEACHER_APP,2026-06-17T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S017#2026-06-17
ATT#SCH03#SCH03-S004#2026-05-05,SCH03,SCH03-S004,SCH03-FORM1WEST,2026-05-05,PRESENT,,TEACHER_APP,2026-05-05T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S004#2026-05-05
ATT#SCH03#SCH03-S004#2026-05-22,SCH03,SCH03-S004,SCH03-FORM1WEST,2026-05-22,ABSENT,,TEACHER_APP,2026-05-22T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S004#2026-05-22
ATT#SCH02#SCH02-S023#2026-05-21,SCH02,SCH02-S023,SCH02-FORM3EAST,2026-05-21,PRESENT,,TEACHER_APP,2026-05-21T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S023#2026-05-21
